row_idx,original_sample_idx,variant_kind,variant_index,perturbation_op,gold_numeric
814,407,original,0,,2000
815,407,perturbation,1,distractor_irrelevant,2000
816,408,original,0,,20
817,408,perturbation,1,distractor_irrelevant,20
818,409,original,0,,168000
819,409,perturbation,1,distractor_irrelevant,168000
820,410,original,0,,3
821,410,perturbation,1,distractor_irrelevant,3
822,411,original,0,,1110
823,411,perturbation,1,distractor_irrelevant,1110
824,412,original,0,,5
825,412,perturbation,1,distractor_irrelevant,5
826,413,original,0,,25
827,413,perturbation,1,distractor_irrelevant,25
828,414,original,0,,56
829,414,perturbation,1,distractor_irrelevant,56
830,415,original,0,,350
831,415,perturbation,1,distractor_irrelevant,350
832,416,original,0,,56
833,416,perturbation,1,distractor_irrelevant,56
834,417,original,0,,3140
835,417,perturbation,1,distractor_irrelevant,3140
836,418,original,0,,40
837,418,perturbation,1,distractor_irrelevant,40
838,419,original,0,,3000
839,419,perturbation,1,distractor_irrelevant,3000
840,420,original,0,,17000
841,420,perturbation,1,distractor_irrelevant,17000
842,421,original,0,,12
843,421,perturbation,1,distractor_irrelevant,12
844,422,original,0,,284
845,422,perturbation,1,distractor_irrelevant,284
846,423,original,0,,8
847,423,perturbation,1,distractor_irrelevant,8
848,424,original,0,,570
849,424,perturbation,1,distractor_irrelevant,570
850,425,original,0,,150
851,425,perturbation,1,distractor_irrelevant,150
852,426,original,0,,11
853,426,perturbation,1,distractor_irrelevant,11
854,427,original,0,,150
855,427,perturbation,1,distractor_irrelevant,150
856,428,original,0,,26
857,428,perturbation,1,distractor_irrelevant,26
858,429,original,0,,13
859,429,perturbation,1,distractor_irrelevant,13
860,430,original,0,,132
861,430,perturbation,1,distractor_irrelevant,132
862,431,original,0,,1
863,431,perturbation,1,distractor_irrelevant,1
864,432,original,0,,30
865,432,perturbation,1,distractor_irrelevant,30
866,433,original,0,,6
867,433,perturbation,1,distractor_irrelevant,6
868,434,original,0,,5
869,434,perturbation,1,distractor_irrelevant,5
870,435,original,0,,5
871,435,perturbation,1,distractor_irrelevant,5
872,436,original,0,,15
873,436,perturbation,1,distractor_irrelevant,15
874,437,original,0,,7
875,437,perturbation,1,distractor_irrelevant,7
876,438,original,0,,2
877,438,perturbation,1,distractor_irrelevant,2
878,439,original,0,,17
879,439,perturbation,1,distractor_irrelevant,17
880,440,original,0,,98
881,440,perturbation,1,distractor_irrelevant,98
882,441,original,0,,80
883,441,perturbation,1,distractor_irrelevant,80
884,442,original,0,,49
885,442,perturbation,1,distractor_irrelevant,49
886,443,original,0,,59
887,443,perturbation,1,distractor_irrelevant,59
888,444,original,0,,20
889,444,perturbation,1,distractor_irrelevant,20
890,445,original,0,,6
891,445,perturbation,1,distractor_irrelevant,6
892,446,original,0,,2
893,446,perturbation,1,distractor_irrelevant,2
894,447,original,0,,5
895,447,perturbation,1,distractor_irrelevant,5
896,448,original,0,,539
897,448,perturbation,1,distractor_irrelevant,539
898,449,original,0,,112
899,449,perturbation,1,distractor_irrelevant,112
900,450,original,0,,4
901,450,perturbation,1,distractor_irrelevant,4
902,451,original,0,,11050
903,451,perturbation,1,distractor_irrelevant,11050
904,452,original,0,,50
905,452,perturbation,1,distractor_irrelevant,50
906,453,original,0,,6400
907,453,perturbation,1,distractor_irrelevant,6400
908,454,original,0,,150
909,454,perturbation,1,distractor_irrelevant,150
910,455,original,0,,1920
911,455,perturbation,1,distractor_irrelevant,1920
912,456,original,0,,78
913,456,perturbation,1,distractor_irrelevant,78
914,457,original,0,,45
915,457,perturbation,1,distractor_irrelevant,45
916,458,original,0,,35
917,458,perturbation,1,distractor_irrelevant,35
918,459,original,0,,2
919,459,perturbation,1,distractor_irrelevant,2
920,460,original,0,,84
921,460,perturbation,1,distractor_irrelevant,84
922,461,original,0,,9
923,461,perturbation,1,distractor_irrelevant,9
924,462,original,0,,71
925,462,perturbation,1,distractor_irrelevant,71
926,463,original,0,,18
927,463,perturbation,1,distractor_irrelevant,18
928,464,original,0,,6
929,464,perturbation,1,distractor_irrelevant,6
930,465,original,0,,30
931,465,perturbation,1,distractor_irrelevant,30
932,466,original,0,,1
933,466,perturbation,1,distractor_irrelevant,1
934,467,original,0,,1200
935,467,perturbation,1,distractor_irrelevant,1200
936,468,original,0,,120
937,468,perturbation,1,distractor_irrelevant,120
938,469,original,0,,4
939,469,perturbation,1,distractor_irrelevant,4
940,470,original,0,,3
941,470,perturbation,1,distractor_irrelevant,3
942,471,original,0,,80
943,471,perturbation,1,distractor_irrelevant,80
944,472,original,0,,6
945,472,perturbation,1,distractor_irrelevant,6
946,473,original,0,,10
947,473,perturbation,1,distractor_irrelevant,10
948,474,original,0,,80
949,474,perturbation,1,distractor_irrelevant,80
950,475,original,0,,20
951,475,perturbation,1,distractor_irrelevant,20
952,476,original,0,,5
953,476,perturbation,1,distractor_irrelevant,5
954,477,original,0,,20
955,477,perturbation,1,distractor_irrelevant,20
956,478,original,0,,621
957,478,perturbation,1,distractor_irrelevant,621
958,479,original,0,,15400
959,479,perturbation,1,distractor_irrelevant,15400
960,480,original,0,,11
961,480,perturbation,1,distractor_irrelevant,11
962,481,original,0,,84
963,481,perturbation,1,distractor_irrelevant,84
964,482,original,0,,26
965,482,perturbation,1,distractor_irrelevant,26
966,483,original,0,,40
967,483,perturbation,1,distractor_irrelevant,40
968,484,original,0,,240
969,484,perturbation,1,distractor_irrelevant,240
970,485,original,0,,220
971,485,perturbation,1,distractor_irrelevant,220
972,486,original,0,,6
973,486,perturbation,1,distractor_irrelevant,6
974,487,original,0,,4
975,487,perturbation,1,distractor_irrelevant,4
976,488,original,0,,6
977,488,perturbation,1,distractor_irrelevant,6
978,489,original,0,,-10
979,489,perturbation,1,distractor_irrelevant,-10
980,490,original,0,,4
981,490,perturbation,1,distractor_irrelevant,4
982,491,original,0,,16
983,491,perturbation,1,distractor_irrelevant,16
984,492,original,0,,32
985,492,perturbation,1,distractor_irrelevant,32
986,493,original,0,,25
987,493,perturbation,1,distractor_irrelevant,25
988,494,original,0,,21
989,494,perturbation,1,distractor_irrelevant,21
990,495,original,0,,200
991,495,perturbation,1,distractor_irrelevant,200
992,496,original,0,,38
993,496,perturbation,1,distractor_irrelevant,38
994,497,original,0,,112
995,497,perturbation,1,distractor_irrelevant,112
996,498,original,0,,40
997,498,perturbation,1,distractor_irrelevant,40
998,499,original,0,,10
999,499,perturbation,1,distractor_irrelevant,10
